,CH_1_ALLSEQS_Rare_numSampled,variable,value,Location/Type
2030,19900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.389,Cranberry/H2O
2031,20000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.445,Cranberry/H2O
2032,20100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.492,Cranberry/H2O
2033,20200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.529,Cranberry/H2O
2034,20300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.576,Cranberry/H2O
2035,20400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.618,Cranberry/H2O
2036,20500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.66,Cranberry/H2O
2037,20515,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.668,Cranberry/H2O
2038,20600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.708,Cranberry/H2O
2039,20615,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.713,Cranberry/H2O
2040,20700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.737,Cranberry/H2O
2041,20800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.776,Cranberry/H2O
2042,20900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.815,Cranberry/H2O
2043,21000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.859,Cranberry/H2O
2044,21100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.897,Cranberry/H2O
2045,21200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.941,Cranberry/H2O
2046,21300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,142.975,Cranberry/H2O
2047,21400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.009,Cranberry/H2O
2048,21500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.04,Cranberry/H2O
2049,21600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.083,Cranberry/H2O
2050,21659,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.106,Cranberry/H2O
2051,21700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.122,Cranberry/H2O
2052,21800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.172,Cranberry/H2O
2053,21873,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.194,Cranberry/H2O
2054,21900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.205,Cranberry/H2O
2055,22000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.235,Cranberry/H2O
2056,22100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.263,Cranberry/H2O
2057,22200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.306,Cranberry/H2O
2058,22300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.334,Cranberry/H2O
2059,22400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.378,Cranberry/H2O
2060,22500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.418,Cranberry/H2O
2061,22600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.45,Cranberry/H2O
2062,22700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.484,Cranberry/H2O
2063,22800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.511,Cranberry/H2O
2064,22877,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.534,Cranberry/H2O
2065,22900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.544,Cranberry/H2O
2066,23000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.568,Cranberry/H2O
2067,23100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.601,Cranberry/H2O
2068,23200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.626,Cranberry/H2O
2069,23300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.664,Cranberry/H2O
2070,23400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.691,Cranberry/H2O
2071,23451,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.706,Cranberry/H2O
2072,23495,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.713,Cranberry/H2O
2073,23500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.714,Cranberry/H2O
2074,23600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.75,Cranberry/H2O
2075,23700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.773,Cranberry/H2O
2076,23800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.803,Cranberry/H2O
2077,23900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.842,Cranberry/H2O
2078,24000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.869,Cranberry/H2O
2079,24100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.902,Cranberry/H2O
2080,24200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.94,Cranberry/H2O
2081,24300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.975,Cranberry/H2O
2082,24318,userLabel.H2O.044.517.718.1F_filt.fastq.gz,143.983,Cranberry/H2O
2083,24389,userLabel.H2O.044.517.718.1F_filt.fastq.gz,144,Cranberry/H2O
2084,24400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2085,24500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2086,24600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2087,24628,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2088,24700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2089,24800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2090,24900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2091,24948,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2092,24951,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2093,25000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2094,25005,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2095,25100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2096,25135,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2097,25200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2098,25300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2099,25400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2100,25500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2101,25548,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2102,25600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2103,25700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2104,25800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2105,25900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2106,26000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2107,26100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2108,26200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2109,26300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2110,26400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2111,26500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2112,26600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2113,26700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2114,26763,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2115,26800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2116,26900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2117,27000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2118,27100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2119,27200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2120,27300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2121,27400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2122,27470,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2123,27500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2124,27600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2125,27606,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2126,27700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2127,27800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2128,27900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2129,28000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2130,28100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2131,28200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2132,28300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2133,28400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2134,28500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2135,28600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2136,28700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2137,28800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2138,28831,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2139,28892,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2140,28900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2141,29000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2142,29100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2143,29200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2144,29300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2145,29400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2146,29500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2147,29600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2148,29700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2149,29800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2150,29900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2151,30000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2152,30100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2153,30200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2154,30300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2155,30400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2156,30500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2157,30574,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2158,30600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2159,30700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2160,30800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2161,30900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2162,31000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2163,31100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2164,31200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2165,31263,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2166,31300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2167,31400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2168,31500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2169,31600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2170,31700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2171,31800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2172,31900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2173,32000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2174,32100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2175,32200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2176,32300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2177,32400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2178,32500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2179,32600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2180,32700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2181,32800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2182,32900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2183,33000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2184,33100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2185,33200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2186,33300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2187,33400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2188,33500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2189,33600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2190,33700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2191,33800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2192,33900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2193,33917,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2194,34000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2195,34100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2196,34200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2197,34300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2198,34400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2199,34500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2200,34600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2201,34673,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2202,34700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2203,34800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2204,34900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2205,35000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2206,35100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2207,35200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2208,35300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2209,35400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2210,35481,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2211,35500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2212,35600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2213,35700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2214,35777,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2215,35800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2216,35883,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2217,35900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2218,36000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2219,36100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2220,36200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2221,36300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2222,36400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2223,36500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2224,36600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2225,36700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2226,36800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2227,36900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2228,37000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2229,37100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2230,37200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2231,37300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2232,37400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2233,37500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2234,37600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2235,37700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2236,37800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2237,37900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2238,38000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2239,38100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2240,38200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2241,38300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2242,38400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2243,38500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2244,38600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2245,38700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2246,38800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2247,38803,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2248,38900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2249,39000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2250,39100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2251,39200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2252,39300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2253,39400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2254,39500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2255,39600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2256,39700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2257,39800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2258,39900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2259,40000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2260,40100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2261,40200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2262,40300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2263,40400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2264,40500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2265,40600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2266,40700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2267,40800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2268,40838,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2269,40900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2270,41000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2271,41100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2272,41200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2273,41300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2274,41400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2275,41500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2276,41600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2277,41700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2278,41800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2279,41900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2280,42000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2281,42100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2282,42200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2283,42300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2284,42400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2285,42500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2286,42600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2287,42700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2288,42800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2289,42877,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2290,42900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2291,43000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2292,43100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2293,43200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2294,43300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2295,43400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2296,43500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2297,43600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2298,43700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2299,43800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2300,43900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2301,44000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2302,44100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2303,44200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2304,44300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2305,44400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2306,44414,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2307,44500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2308,44600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2309,44700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2310,44800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2311,44900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2312,45000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2313,45100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2314,45200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2315,45300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2316,45400,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2317,45500,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2318,45600,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2319,45700,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2320,45800,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2321,45900,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2322,46000,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2323,46100,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2324,46200,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
2325,46300,userLabel.H2O.044.517.718.1F_filt.fastq.gz,NA,Cranberry/H2O
