,CH_1_ALLSEQS_Rare_numSampled,variable,value,Location/Type
967,32800,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
968,32900,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
969,33000,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
970,33100,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
971,33200,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
972,33300,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
973,33400,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
974,33500,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
975,33600,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
976,33700,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
977,33800,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
978,33900,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
979,33917,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
980,34000,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
981,34100,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
982,34200,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
983,34300,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
984,34400,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
985,34500,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
986,34600,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
987,34673,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
988,34700,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
989,34800,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
990,34900,userLabel.NP.002.503.714.1F_filt.fastq.gz,22.999,French Creek/NP
991,35000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
992,35100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
993,35200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
994,35300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
995,35400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
996,35481,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
997,35500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
998,35600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
999,35700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1000,35777,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1001,35800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1002,35883,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1003,35900,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1004,36000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1005,36100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1006,36200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1007,36300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1008,36400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1009,36500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1010,36600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1011,36700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1012,36800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1013,36900,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1014,37000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1015,37100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1016,37200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1017,37300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1018,37400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1019,37500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1020,37600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1021,37700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1022,37800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1023,37900,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1024,38000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1025,38100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1026,38200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1027,38300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1028,38400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1029,38500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1030,38600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1031,38700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1032,38800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1033,38803,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1034,38900,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1035,39000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1036,39100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1037,39200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1038,39300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1039,39400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1040,39500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1041,39600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1042,39700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1043,39800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1044,39900,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1045,40000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1046,40100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1047,40200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1048,40300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1049,40400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1050,40500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1051,40600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1052,40700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1053,40800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1054,40838,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1055,40900,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1056,41000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1057,41100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1058,41200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1059,41300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1060,41400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1061,41500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1062,41600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1063,41700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1064,41800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1065,41900,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1066,42000,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1067,42100,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1068,42200,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1069,42300,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1070,42400,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1071,42500,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1072,42600,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1073,42700,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1074,42800,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1075,42877,userLabel.NP.002.503.714.1F_filt.fastq.gz,23,French Creek/NP
1076,42900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1077,43000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1078,43100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1079,43200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1080,43300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1081,43400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1082,43500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1083,43600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1084,43700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1085,43800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1086,43900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1087,44000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1088,44100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1089,44200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1090,44300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1091,44400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1092,44414,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1093,44500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1094,44600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1095,44700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1096,44800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1097,44900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1098,45000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1099,45100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1100,45200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1101,45300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1102,45400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1103,45500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1104,45600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1105,45700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1106,45800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1107,45900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1108,46000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1109,46100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1110,46200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1111,46300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1112,46400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1113,46465,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1114,46500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1115,46600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1116,46700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1117,46800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1118,46900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1119,47000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1120,47100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1121,47200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1122,47300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1123,47400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1124,47500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1125,47600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1126,47700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1127,47800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1128,47900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1129,48000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1130,48100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1131,48200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1132,48300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1133,48400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1134,48500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1135,48600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1136,48700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1137,48800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1138,48900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1139,49000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1140,49100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1141,49200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1142,49300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1143,49400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1144,49500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1145,49600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1146,49700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1147,49800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1148,49900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1149,50000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1150,50100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1151,50200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1152,50300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1153,50400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1154,50500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1155,50600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1156,50700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1157,50800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1158,50900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1159,51000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1160,51100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1161,51200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1162,51250,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1163,51300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1164,51400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1165,51500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1166,51600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1167,51700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1168,51800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1169,51900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1170,52000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1171,52100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1172,52200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1173,52300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1174,52400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1175,52500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1176,52600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1177,52700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1178,52800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1179,52900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1180,53000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1181,53100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1182,53200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1183,53247,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1184,53300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1185,53400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1186,53500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1187,53600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1188,53700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1189,53800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1190,53900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1191,54000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1192,54100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1193,54200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1194,54300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1195,54400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1196,54500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1197,54600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1198,54700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1199,54800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1200,54900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1201,55000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1202,55100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1203,55107,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1204,55200,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1205,55300,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1206,55400,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1207,55500,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1208,55600,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1209,55700,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1210,55800,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1211,55900,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1212,56000,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1213,56100,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1214,56157,userLabel.NP.002.503.714.1F_filt.fastq.gz,NA,French Creek/NP
1215,1,userLabel.NP.003.505.714.1F_filt.fastq.gz,1,French Creek/NP
1216,100,userLabel.NP.003.505.714.1F_filt.fastq.gz,10.077,French Creek/NP
1217,200,userLabel.NP.003.505.714.1F_filt.fastq.gz,11.921,French Creek/NP
1218,300,userLabel.NP.003.505.714.1F_filt.fastq.gz,13.012,French Creek/NP
1219,400,userLabel.NP.003.505.714.1F_filt.fastq.gz,13.807,French Creek/NP
1220,500,userLabel.NP.003.505.714.1F_filt.fastq.gz,14.43,French Creek/NP
1221,600,userLabel.NP.003.505.714.1F_filt.fastq.gz,14.916,French Creek/NP
1222,700,userLabel.NP.003.505.714.1F_filt.fastq.gz,15.298,French Creek/NP
1223,800,userLabel.NP.003.505.714.1F_filt.fastq.gz,15.63,French Creek/NP
1224,900,userLabel.NP.003.505.714.1F_filt.fastq.gz,15.905,French Creek/NP
1225,1000,userLabel.NP.003.505.714.1F_filt.fastq.gz,16.152,French Creek/NP
1226,1100,userLabel.NP.003.505.714.1F_filt.fastq.gz,16.399,French Creek/NP
1227,1200,userLabel.NP.003.505.714.1F_filt.fastq.gz,16.599,French Creek/NP
1228,1300,userLabel.NP.003.505.714.1F_filt.fastq.gz,16.777,French Creek/NP
1229,1400,userLabel.NP.003.505.714.1F_filt.fastq.gz,16.937,French Creek/NP
1230,1500,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.075,French Creek/NP
1231,1600,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.188,French Creek/NP
1232,1700,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.309,French Creek/NP
1233,1800,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.405,French Creek/NP
1234,1900,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.495,French Creek/NP
1235,2000,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.578,French Creek/NP
1236,2100,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.66,French Creek/NP
1237,2200,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.739,French Creek/NP
1238,2300,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.805,French Creek/NP
1239,2400,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.876,French Creek/NP
1240,2500,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.933,French Creek/NP
1241,2600,userLabel.NP.003.505.714.1F_filt.fastq.gz,17.968,French Creek/NP
1242,2700,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.018,French Creek/NP
1243,2800,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.066,French Creek/NP
1244,2900,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.117,French Creek/NP
1245,3000,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.162,French Creek/NP
1246,3100,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.21,French Creek/NP
1247,3200,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.247,French Creek/NP
1248,3300,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.281,French Creek/NP
1249,3400,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.315,French Creek/NP
1250,3500,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.344,French Creek/NP
1251,3600,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.379,French Creek/NP
1252,3700,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.4,French Creek/NP
1253,3800,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.429,French Creek/NP
1254,3900,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.462,French Creek/NP
1255,4000,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.488,French Creek/NP
1256,4100,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.508,French Creek/NP
1257,4200,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.531,French Creek/NP
1258,4300,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.55,French Creek/NP
1259,4400,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.57,French Creek/NP
1260,4500,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.592,French Creek/NP
1261,4600,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.611,French Creek/NP
1262,4700,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.63,French Creek/NP
1263,4800,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.647,French Creek/NP
1264,4900,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.664,French Creek/NP
1265,5000,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.681,French Creek/NP
1266,5100,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.696,French Creek/NP
1267,5200,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.706,French Creek/NP
1268,5300,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.722,French Creek/NP
1269,5400,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.739,French Creek/NP
1270,5500,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.747,French Creek/NP
1271,5600,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.751,French Creek/NP
1272,5700,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.759,French Creek/NP
1273,5800,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.769,French Creek/NP
1274,5900,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.776,French Creek/NP
1275,6000,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.782,French Creek/NP
1276,6100,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.792,French Creek/NP
1277,6200,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.803,French Creek/NP
1278,6300,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.807,French Creek/NP
1279,6400,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.814,French Creek/NP
1280,6500,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.819,French Creek/NP
1281,6600,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.825,French Creek/NP
1282,6700,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.828,French Creek/NP
1283,6800,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.832,French Creek/NP
1284,6900,userLabel.NP.003.505.714.1F_filt.fastq.gz,18.836,French Creek/NP
